link,name,judge
https://uva.onlinejudge.org/index.php?option=onlinejudge&page=show_problem&problem=1018,The Stern-Brocot Number System,UVA
https://uva.onlinejudge.org/index.php?option=onlinejudge&page=show_problem&problem=2302,Enumerating Rational Numbers,UVA
http://poj.org/problem?id=1785,Binary Search Heap Construction,PKU
