link,name,judge
https://icpcarchive.ecs.baylor.edu/index.php?option=onlinejudge&page=show_problem&problem=2788,Tracking Bio-bots,Live Archive
https://icpcarchive.ecs.baylor.edu/index.php?option=onlinejudge&page=show_problem&problem=1275,Crossing Streets,Live Archive
http://www.spoj.com/problems/TCUTTER/,Tin Cutter,SPOJ
https://uva.onlinejudge.org/index.php?option=onlinejudge&page=show_problem&problem=2638,Bulb Inside a Grid,UVA
