link,name,judge
http://www.spoj.com/problems/CIRU/,The area of the union of circles,SPOJ
https://icpcarchive.ecs.baylor.edu/index.php?option=onlinejudge&page=show_problem&problem=1486,Bridge,Live Archive
https://icpcarchive.ecs.baylor.edu/index.php?option=onlinejudge&page=show_problem&problem=2331,Timer,Live Archive
http://acm.zju.edu.cn/onlinejudge/showProblem.do?problemCode=2675,Little Mammoth,ZOJ
http://acm.timus.ru/problem.aspx?space=1&num=1562,GM-pineapple,Timus
https://icpcarchive.ecs.baylor.edu/index.php?option=onlinejudge&page=show_problem&problem=3097,Volume,Live Archive
http://acm.sgu.ru/problem.php?contest=0&problem=217,Two Cylinders,SGU
https://uva.onlinejudge.org/index.php?option=onlinejudge&page=show_problem&problem=3893,Curvy Little Bottles,UVA
https://uva.onlinejudge.org/index.php?option=onlinejudge&page=show_problem&problem=3973,Environment Protection,UVA
