link,name,judge
http://www.spoj.com/problems/KATHTHI/,KATHTHI,SPOJ
https://uva.onlinejudge.org/index.php?option=onlinejudge&page=show_problem&problem=2620,Ocean Currents,UVA
http://codeforces.com/problemset/problem/877/D,Olya and Energy Drinks,Codeforces
http://codeforces.com/problemset/problem/590/C,Three States,Codeforces
http://codeforces.com/problemset/problem/173/B,Chamber of Secrets,Codeforces
p?ID=28,Error,A2 Online Judge
