link,name,judge
https://icpcarchive.ecs.baylor.edu/index.php?option=onlinejudge&page=show_problem&problem=1980,Tower Parking,Live Archive
https://icpcarchive.ecs.baylor.edu/index.php?option=onlinejudge&page=show_problem&problem=2051,Hanoi Towers,Live Archive
http://acm.tju.edu.cn/toj/showp1731.html,Strange Towers of Hanoi,TJU
https://uva.onlinejudge.org/index.php?option=onlinejudge&page=show_problem&problem=958,The Never Ending Towers of Hanoi,UVA
http://codeforces.com/problemset/problem/777/E,Hanoi Factory,Codeforces
https://icpcarchive.ecs.baylor.edu/index.php?option=onlinejudge&page=show_problem&problem=409,Towers of Hanoi,Live Archive
p?ID=189,Four-Tower Towers of Hanoi,A2 Online Judge
http://codeforces.com/problemset/problem/392/B,Tower of Hanoi,Codeforces
p?ID=188,One Move from Towers of Hanoi,A2 Online Judge
